"","Date","Line Item","Value","FY","FM","Quarter","Month","Group"
"320",2017-02-01,"UMove_Net",63946.75,"2017","11","4","Feb","FY15 Q4"
"321",2017-03-01,"UMove_Net",79466.05,"2017","12","4","Mar","FY15 Q4"
"322",2017-04-01,"UMove_Net",97175.56,"2018","1","1","Apr","FY15 Q4"
"323",2017-05-01,"UMove_Net",112941.37,"2018","2","1","May","FY15 Q4"
"324",2017-06-01,"UMove_Net",125469.88,"2018","3","1","Jun","FY15 Q4"
"325",2017-07-01,"UMove_Net",152664.41,"2018","4","2","Jul","FY15 Q4"
"326",2017-08-01,"UMove_Net",129440.33,"2018","5","2","Aug","FY15 Q4"
"327",2017-09-01,"UMove_Net",105391.11,"2018","6","2","Sep","FY15 Q4"
"328",2017-10-01,"UMove_Net",100435.15,"2018","7","3","Oct","FY15 Q4"
"329",2017-11-01,"UMove_Net",93872.32,"2018","8","3","Nov","FY15 Q4"
"330",2017-12-01,"UMove_Net",89411.47,"2018","9","3","Dec","FY15 Q4"
"331",2018-01-01,"UMove_Net",83697.03,"2018","10","4","Jan","FY15 Q4"
"332",2018-02-01,"UMove_Net",68892.82,"2018","11","4","Feb","FY15 Q4"
"333",2018-03-01,"UMove_Net",91423.67,"2018","12","4","Mar","FY15 Q4"
"334",2018-04-01,"UMove_Net",114079.65,"2019","1","1","Apr","FY15 Q4"
"335",2018-05-01,"UMove_Net",117897.87,"2019","2","1","May","FY15 Q4"
"336",2018-06-01,"UMove_Net",152670.98,"2019","3","1","Jun","FY15 Q4"
"337",2015-01-01,"Third_Party_Rent_Lease_Income",0,"2015","10","4","Jan","FY15 Q4"
"338",2015-02-01,"Third_Party_Rent_Lease_Income",33850,"2015","11","4","Feb","FY15 Q4"
"339",2015-03-01,"Third_Party_Rent_Lease_Income",50004.21,"2015","12","4","Mar","FY15 Q4"
"340",2015-04-01,"Third_Party_Rent_Lease_Income",49424.96,"2016","1","1","Apr","FY15 Q4"
"341",2015-05-01,"Third_Party_Rent_Lease_Income",27786,"2016","2","1","May","FY15 Q4"
"342",2015-06-01,"Third_Party_Rent_Lease_Income",27336,"2016","3","1","Jun","FY15 Q4"
"343",2015-07-01,"Third_Party_Rent_Lease_Income",34753.69,"2016","4","2","Jul","FY15 Q4"
"344",2015-08-01,"Third_Party_Rent_Lease_Income",25346,"2016","5","2","Aug","FY15 Q4"
"345",2015-09-01,"Third_Party_Rent_Lease_Income",32066,"2016","6","2","Sep","FY15 Q4"
"346",2015-10-01,"Third_Party_Rent_Lease_Income",17402,"2016","7","3","Oct","FY15 Q4"
"347",2015-11-01,"Third_Party_Rent_Lease_Income",33230,"2016","8","3","Nov","FY15 Q4"
"348",2015-12-01,"Third_Party_Rent_Lease_Income",32464.22,"2016","9","3","Dec","FY15 Q4"
"349",2016-01-01,"Third_Party_Rent_Lease_Income",17755.69,"2016","10","4","Jan","FY15 Q4"
"350",2016-02-01,"Third_Party_Rent_Lease_Income",13846.31,"2016","11","4","Feb","FY15 Q4"
"351",2016-03-01,"Third_Party_Rent_Lease_Income",4500,"2016","12","4","Mar","FY15 Q4"
"352",2016-04-01,"Third_Party_Rent_Lease_Income",0,"2017","1","1","Apr","FY15 Q4"
"353",2016-05-01,"Third_Party_Rent_Lease_Income",0,"2017","2","1","May","FY15 Q4"
"354",2016-06-01,"Third_Party_Rent_Lease_Income",36948.4,"2017","3","1","Jun","FY15 Q4"
"355",2016-07-01,"Third_Party_Rent_Lease_Income",0,"2017","4","2","Jul","FY15 Q4"
"356",2016-08-01,"Third_Party_Rent_Lease_Income",9702,"2017","5","2","Aug","FY15 Q4"
"357",2016-09-01,"Third_Party_Rent_Lease_Income",9702,"2017","6","2","Sep","FY15 Q4"
"358",2016-10-01,"Third_Party_Rent_Lease_Income",16110.98,"2017","7","3","Oct","FY15 Q4"
"359",2016-11-01,"Third_Party_Rent_Lease_Income",7600,"2017","8","3","Nov","FY15 Q4"
"360",2016-12-01,"Third_Party_Rent_Lease_Income",7600,"2017","9","3","Dec","FY15 Q4"
"361",2017-01-01,"Third_Party_Rent_Lease_Income",7600,"2017","10","4","Jan","FY15 Q4"
"362",2017-02-01,"Third_Party_Rent_Lease_Income",8350,"2017","11","4","Feb","FY15 Q4"
"363",2017-03-01,"Third_Party_Rent_Lease_Income",7600,"2017","12","4","Mar","FY15 Q4"
"364",2017-04-01,"Third_Party_Rent_Lease_Income",0,"2018","1","1","Apr","FY15 Q4"
"365",2017-05-01,"Third_Party_Rent_Lease_Income",5881.02,"2018","2","1","May","FY15 Q4"
"366",2017-06-01,"Third_Party_Rent_Lease_Income",14918.98,"2018","3","1","Jun","FY15 Q4"
"367",2017-07-01,"Third_Party_Rent_Lease_Income",7600,"2018","4","2","Jul","FY15 Q4"
"368",2017-08-01,"Third_Party_Rent_Lease_Income",7600,"2018","5","2","Aug","FY15 Q4"
"369",2017-09-01,"Third_Party_Rent_Lease_Income",7287.5,"2018","6","2","Sep","FY15 Q4"
"370",2017-10-01,"Third_Party_Rent_Lease_Income",7600,"2018","7","3","Oct","FY15 Q4"
"371",2017-11-01,"Third_Party_Rent_Lease_Income",7600,"2018","8","3","Nov","FY15 Q4"
"372",2017-12-01,"Third_Party_Rent_Lease_Income",7600,"2018","9","3","Dec","FY15 Q4"
"373",2018-01-01,"Third_Party_Rent_Lease_Income",7600,"2018","10","4","Jan","FY15 Q4"
"374",2018-02-01,"Third_Party_Rent_Lease_Income",7600,"2018","11","4","Feb","FY15 Q4"
"375",2018-03-01,"Third_Party_Rent_Lease_Income",7600,"2018","12","4","Mar","FY15 Q4"
"376",2018-04-01,"Third_Party_Rent_Lease_Income",7600,"2019","1","1","Apr","FY15 Q4"
"377",2018-05-01,"Third_Party_Rent_Lease_Income",7600,"2019","2","1","May","FY15 Q4"
"378",2018-06-01,"Third_Party_Rent_Lease_Income",7600,"2019","3","1","Jun","FY15 Q4"
"379",2015-01-01,"Personnel_Exp",13768.8,"2015","10","4","Jan","FY15 Q4"
"380",2015-02-01,"Personnel_Exp",21733.36,"2015","11","4","Feb","FY15 Q4"
"381",2015-03-01,"Personnel_Exp",39580.26,"2015","12","4","Mar","FY15 Q4"
"382",2015-04-01,"Personnel_Exp",52042.73,"2016","1","1","Apr","FY15 Q4"
"383",2015-05-01,"Personnel_Exp",57343.13,"2016","2","1","May","FY15 Q4"
"384",2015-06-01,"Personnel_Exp",59263.32,"2016","3","1","Jun","FY15 Q4"
"385",2015-07-01,"Personnel_Exp",64400.45,"2016","4","2","Jul","FY15 Q4"
"386",2015-08-01,"Personnel_Exp",67950.03,"2016","5","2","Aug","FY15 Q4"
"387",2015-09-01,"Personnel_Exp",80198.44,"2016","6","2","Sep","FY15 Q4"
"388",2015-10-01,"Personnel_Exp",68401.38,"2016","7","3","Oct","FY15 Q4"
"389",2015-11-01,"Personnel_Exp",66205.9,"2016","8","3","Nov","FY15 Q4"
"390",2015-12-01,"Personnel_Exp",71144.76,"2016","9","3","Dec","FY15 Q4"
"391",2016-01-01,"Personnel_Exp",67517.63,"2016","10","4","Jan","FY15 Q4"
"392",2016-02-01,"Personnel_Exp",71361.98,"2016","11","4","Feb","FY15 Q4"
"393",2016-03-01,"Personnel_Exp",79390.87,"2016","12","4","Mar","FY15 Q4"
"394",2016-04-01,"Personnel_Exp",72491.41,"2017","1","1","Apr","FY15 Q4"
"395",2016-05-01,"Personnel_Exp",80018.17,"2017","2","1","May","FY15 Q4"
"396",2016-06-01,"Personnel_Exp",80836.89,"2017","3","1","Jun","FY15 Q4"
"397",2016-07-01,"Personnel_Exp",84248.02,"2017","4","2","Jul","FY15 Q4"
"398",2016-08-01,"Personnel_Exp",85913.52,"2017","5","2","Aug","FY15 Q4"
"399",2016-09-01,"Personnel_Exp",79995.42,"2017","6","2","Sep","FY15 Q4"
"400",2016-10-01,"Personnel_Exp",84102.1,"2017","7","3","Oct","FY15 Q4"
"401",2016-11-01,"Personnel_Exp",82964.05,"2017","8","3","Nov","FY15 Q4"
"402",2016-12-01,"Personnel_Exp",101408.2,"2017","9","3","Dec","FY15 Q4"
"403",2017-01-01,"Personnel_Exp",90780.35,"2017","10","4","Jan","FY15 Q4"
"404",2017-02-01,"Personnel_Exp",83152.25,"2017","11","4","Feb","FY15 Q4"
"405",2017-03-01,"Personnel_Exp",87499.85,"2017","12","4","Mar","FY15 Q4"
"406",2017-04-01,"Personnel_Exp",90284.06,"2018","1","1","Apr","FY15 Q4"
"407",2017-05-01,"Personnel_Exp",96958.14,"2018","2","1","May","FY15 Q4"
"408",2017-06-01,"Personnel_Exp",97871.72,"2018","3","1","Jun","FY15 Q4"
"409",2017-07-01,"Personnel_Exp",101799.61,"2018","4","2","Jul","FY15 Q4"
"410",2017-08-01,"Personnel_Exp",99622.44,"2018","5","2","Aug","FY15 Q4"
"411",2017-09-01,"Personnel_Exp",126810.6,"2018","6","2","Sep","FY15 Q4"
"412",2017-10-01,"Personnel_Exp",98297.63,"2018","7","3","Oct","FY15 Q4"
"413",2017-11-01,"Personnel_Exp",84640.01,"2018","8","3","Nov","FY15 Q4"
"414",2017-12-01,"Personnel_Exp",98961.28,"2018","9","3","Dec","FY15 Q4"
"415",2018-01-01,"Personnel_Exp",93576.16,"2018","10","4","Jan","FY15 Q4"
"416",2018-02-01,"Personnel_Exp",132090,"2018","11","4","Feb","FY15 Q4"
"417",2018-03-01,"Personnel_Exp",95128.45,"2018","12","4","Mar","FY15 Q4"
"418",2018-04-01,"Personnel_Exp",90605.58,"2019","1","1","Apr","FY15 Q4"
"419",2018-05-01,"Personnel_Exp",101507.45,"2019","2","1","May","FY15 Q4"
"420",2018-06-01,"Personnel_Exp",107637.91,"2019","3","1","Jun","FY15 Q4"
"421",2015-01-01,"Repairs_and_Maintenance",8649.82,"2015","10","4","Jan","FY15 Q4"
"422",2015-02-01,"Repairs_and_Maintenance",12142.91,"2015","11","4","Feb","FY15 Q4"
"423",2015-03-01,"Repairs_and_Maintenance",15055.69,"2015","12","4","Mar","FY15 Q4"
"424",2015-04-01,"Repairs_and_Maintenance",32868.1,"2016","1","1","Apr","FY15 Q4"
"425",2015-05-01,"Repairs_and_Maintenance",30448.18,"2016","2","1","May","FY15 Q4"
"426",2015-06-01,"Repairs_and_Maintenance",80644.84,"2016","3","1","Jun","FY15 Q4"
"427",2015-07-01,"Repairs_and_Maintenance",48189.82,"2016","4","2","Jul","FY15 Q4"
"428",2015-08-01,"Repairs_and_Maintenance",22226.85,"2016","5","2","Aug","FY15 Q4"
"429",2015-09-01,"Repairs_and_Maintenance",61127.09,"2016","6","2","Sep","FY15 Q4"
"430",2015-10-01,"Repairs_and_Maintenance",23864.8,"2016","7","3","Oct","FY15 Q4"
"431",2015-11-01,"Repairs_and_Maintenance",12595.11,"2016","8","3","Nov","FY15 Q4"
"432",2015-12-01,"Repairs_and_Maintenance",90669.07,"2016","9","3","Dec","FY15 Q4"
"433",2016-01-01,"Repairs_and_Maintenance",47917.98,"2016","10","4","Jan","FY15 Q4"
"434",2016-02-01,"Repairs_and_Maintenance",25600.45,"2016","11","4","Feb","FY15 Q4"
"435",2016-03-01,"Repairs_and_Maintenance",26331.67,"2016","12","4","Mar","FY15 Q4"
"436",2016-04-01,"Repairs_and_Maintenance",28348,"2017","1","1","Apr","FY15 Q4"
"437",2016-05-01,"Repairs_and_Maintenance",9446.15,"2017","2","1","May","FY15 Q4"
"438",2016-06-01,"Repairs_and_Maintenance",72389.84,"2017","3","1","Jun","FY15 Q4"
"439",2016-07-01,"Repairs_and_Maintenance",19798.97,"2017","4","2","Jul","FY15 Q4"
"440",2016-08-01,"Repairs_and_Maintenance",28680.22,"2017","5","2","Aug","FY15 Q4"
"441",2016-09-01,"Repairs_and_Maintenance",37135.32,"2017","6","2","Sep","FY15 Q4"
"442",2016-10-01,"Repairs_and_Maintenance",15824.95,"2017","7","3","Oct","FY15 Q4"
"443",2016-11-01,"Repairs_and_Maintenance",14541.47,"2017","8","3","Nov","FY15 Q4"
"444",2016-12-01,"Repairs_and_Maintenance",41105.32,"2017","9","3","Dec","FY15 Q4"
"445",2017-01-01,"Repairs_and_Maintenance",18841.44,"2017","10","4","Jan","FY15 Q4"
"446",2017-02-01,"Repairs_and_Maintenance",33556.81,"2017","11","4","Feb","FY15 Q4"
"447",2017-03-01,"Repairs_and_Maintenance",13287.68,"2017","12","4","Mar","FY15 Q4"
"448",2017-04-01,"Repairs_and_Maintenance",16661.18,"2018","1","1","Apr","FY15 Q4"
"449",2017-05-01,"Repairs_and_Maintenance",17279.62,"2018","2","1","May","FY15 Q4"
"450",2017-06-01,"Repairs_and_Maintenance",12925.12,"2018","3","1","Jun","FY15 Q4"
"451",2017-07-01,"Repairs_and_Maintenance",33102.48,"2018","4","2","Jul","FY15 Q4"
"452",2017-08-01,"Repairs_and_Maintenance",38203.4,"2018","5","2","Aug","FY15 Q4"
"453",2017-09-01,"Repairs_and_Maintenance",16271.49,"2018","6","2","Sep","FY15 Q4"
"454",2017-10-01,"Repairs_and_Maintenance",15452.71,"2018","7","3","Oct","FY15 Q4"
"455",2017-11-01,"Repairs_and_Maintenance",10998.2,"2018","8","3","Nov","FY15 Q4"
"456",2017-12-01,"Repairs_and_Maintenance",13923.63,"2018","9","3","Dec","FY15 Q4"
"457",2018-01-01,"Repairs_and_Maintenance",28090.43,"2018","10","4","Jan","FY15 Q4"
"458",2018-02-01,"Repairs_and_Maintenance",20874.81,"2018","11","4","Feb","FY15 Q4"
"459",2018-03-01,"Repairs_and_Maintenance",31436.19,"2018","12","4","Mar","FY15 Q4"
"460",2018-04-01,"Repairs_and_Maintenance",11595.21,"2019","1","1","Apr","FY15 Q4"
"461",2018-05-01,"Repairs_and_Maintenance",16855.91,"2019","2","1","May","FY15 Q4"
"462",2018-06-01,"Repairs_and_Maintenance",15930.6,"2019","3","1","Jun","FY15 Q4"
"463",2015-01-01,"Utility_Exp",0,"2015","10","4","Jan","FY15 Q4"
"464",2015-02-01,"Utility_Exp",5101.7,"2015","11","4","Feb","FY15 Q4"
"465",2015-03-01,"Utility_Exp",10207.98,"2015","12","4","Mar","FY15 Q4"
"466",2015-04-01,"Utility_Exp",8782.95,"2016","1","1","Apr","FY15 Q4"
"467",2015-05-01,"Utility_Exp",12867.74,"2016","2","1","May","FY15 Q4"
"468",2015-06-01,"Utility_Exp",26432.72,"2016","3","1","Jun","FY15 Q4"
"469",2015-07-01,"Utility_Exp",26037.54,"2016","4","2","Jul","FY15 Q4"
"470",2015-08-01,"Utility_Exp",30129.28,"2016","5","2","Aug","FY15 Q4"
"471",2015-09-01,"Utility_Exp",24069.05,"2016","6","2","Sep","FY15 Q4"
"472",2015-10-01,"Utility_Exp",7167.33,"2016","7","3","Oct","FY15 Q4"
"473",2015-11-01,"Utility_Exp",13042.92,"2016","8","3","Nov","FY15 Q4"
"474",2015-12-01,"Utility_Exp",17824.75,"2016","9","3","Dec","FY15 Q4"
"475",2016-01-01,"Utility_Exp",16001.37,"2016","10","4","Jan","FY15 Q4"
"476",2016-02-01,"Utility_Exp",18076.04,"2016","11","4","Feb","FY15 Q4"
"477",2016-03-01,"Utility_Exp",21325.65,"2016","12","4","Mar","FY15 Q4"
"478",2016-04-01,"Utility_Exp",13307.45,"2017","1","1","Apr","FY15 Q4"
"479",2016-05-01,"Utility_Exp",15306.72,"2017","2","1","May","FY15 Q4"
"480",2016-06-01,"Utility_Exp",12320.11,"2017","3","1","Jun","FY15 Q4"
"481",2016-07-01,"Utility_Exp",24201.14,"2017","4","2","Jul","FY15 Q4"
"482",2016-08-01,"Utility_Exp",10282.06,"2017","5","2","Aug","FY15 Q4"
"483",2016-09-01,"Utility_Exp",25093.55,"2017","6","2","Sep","FY15 Q4"
"484",2016-10-01,"Utility_Exp",13920.67,"2017","7","3","Oct","FY15 Q4"
"485",2016-11-01,"Utility_Exp",11226.7,"2017","8","3","Nov","FY15 Q4"
"486",2016-12-01,"Utility_Exp",14025.89,"2017","9","3","Dec","FY15 Q4"
"487",2017-01-01,"Utility_Exp",26919.27,"2017","10","4","Jan","FY15 Q4"
"488",2017-02-01,"Utility_Exp",19845.83,"2017","11","4","Feb","FY15 Q4"
"489",2017-03-01,"Utility_Exp",19535.36,"2017","12","4","Mar","FY15 Q4"
"490",2017-04-01,"Utility_Exp",16296.89,"2018","1","1","Apr","FY15 Q4"
"491",2017-05-01,"Utility_Exp",17958.36,"2018","2","1","May","FY15 Q4"
"492",2017-06-01,"Utility_Exp",11609.9,"2018","3","1","Jun","FY15 Q4"
"493",2017-07-01,"Utility_Exp",20556.37,"2018","4","2","Jul","FY15 Q4"
"494",2017-08-01,"Utility_Exp",22257.26,"2018","5","2","Aug","FY15 Q4"
"495",2017-09-01,"Utility_Exp",21246.81,"2018","6","2","Sep","FY15 Q4"
"496",2017-10-01,"Utility_Exp",17150.31,"2018","7","3","Oct","FY15 Q4"
"497",2017-11-01,"Utility_Exp",14657.09,"2018","8","3","Nov","FY15 Q4"
"498",2017-12-01,"Utility_Exp",18630.15,"2018","9","3","Dec","FY15 Q4"
"499",2018-01-01,"Utility_Exp",24429.78,"2018","10","4","Jan","FY15 Q4"
"500",2018-02-01,"Utility_Exp",26007.05,"2018","11","4","Feb","FY15 Q4"
"501",2018-03-01,"Utility_Exp",22385.41,"2018","12","4","Mar","FY15 Q4"
"502",2018-04-01,"Utility_Exp",19054.63,"2019","1","1","Apr","FY15 Q4"
"503",2018-05-01,"Utility_Exp",19736.22,"2019","2","1","May","FY15 Q4"
"504",2018-06-01,"Utility_Exp",17403.73,"2019","3","1","Jun","FY15 Q4"
"505",2015-01-01,"Telephone_Exp",244.64,"2015","10","4","Jan","FY15 Q4"
"506",2015-02-01,"Telephone_Exp",817.61,"2015","11","4","Feb","FY15 Q4"
"507",2015-03-01,"Telephone_Exp",1966.08,"2015","12","4","Mar","FY15 Q4"
"508",2015-04-01,"Telephone_Exp",2126.4,"2016","1","1","Apr","FY15 Q4"
"509",2015-05-01,"Telephone_Exp",1571.48,"2016","2","1","May","FY15 Q4"
"510",2015-06-01,"Telephone_Exp",1620.83,"2016","3","1","Jun","FY15 Q4"
"511",2015-07-01,"Telephone_Exp",2311.26,"2016","4","2","Jul","FY15 Q4"
"512",2015-08-01,"Telephone_Exp",1659.01,"2016","5","2","Aug","FY15 Q4"
"513",2015-09-01,"Telephone_Exp",2569.6,"2016","6","2","Sep","FY15 Q4"
"514",2015-10-01,"Telephone_Exp",1277.79,"2016","7","3","Oct","FY15 Q4"
"515",2015-11-01,"Telephone_Exp",2074.16,"2016","8","3","Nov","FY15 Q4"
"516",2015-12-01,"Telephone_Exp",1891.7,"2016","9","3","Dec","FY15 Q4"
"517",2016-01-01,"Telephone_Exp",1977.03,"2016","10","4","Jan","FY15 Q4"
"518",2016-02-01,"Telephone_Exp",2066.94,"2016","11","4","Feb","FY15 Q4"
"519",2016-03-01,"Telephone_Exp",2014.21,"2016","12","4","Mar","FY15 Q4"
"520",2016-04-01,"Telephone_Exp",2156.05,"2017","1","1","Apr","FY15 Q4"
"521",2016-05-01,"Telephone_Exp",2296.94,"2017","2","1","May","FY15 Q4"
"522",2016-06-01,"Telephone_Exp",2948.46,"2017","3","1","Jun","FY15 Q4"
"523",2016-07-01,"Telephone_Exp",2217,"2017","4","2","Jul","FY15 Q4"
"524",2016-08-01,"Telephone_Exp",2341.84,"2017","5","2","Aug","FY15 Q4"
"525",2016-09-01,"Telephone_Exp",2510.96,"2017","6","2","Sep","FY15 Q4"
"526",2016-10-01,"Telephone_Exp",2345.86,"2017","7","3","Oct","FY15 Q4"
"527",2016-11-01,"Telephone_Exp",2312.65,"2017","8","3","Nov","FY15 Q4"
"528",2016-12-01,"Telephone_Exp",2469.15,"2017","9","3","Dec","FY15 Q4"
"529",2017-01-01,"Telephone_Exp",2821.78,"2017","10","4","Jan","FY15 Q4"
"530",2017-02-01,"Telephone_Exp",2003.52,"2017","11","4","Feb","FY15 Q4"
"531",2017-03-01,"Telephone_Exp",3085.76,"2017","12","4","Mar","FY15 Q4"
"532",2017-04-01,"Telephone_Exp",2819.86,"2018","1","1","Apr","FY15 Q4"
"533",2017-05-01,"Telephone_Exp",2143.88,"2018","2","1","May","FY15 Q4"
"534",2017-06-01,"Telephone_Exp",2326.78,"2018","3","1","Jun","FY15 Q4"
"535",2017-07-01,"Telephone_Exp",2346.28,"2018","4","2","Jul","FY15 Q4"
"536",2017-08-01,"Telephone_Exp",3412.76,"2018","5","2","Aug","FY15 Q4"
"537",2017-09-01,"Telephone_Exp",3159.55,"2018","6","2","Sep","FY15 Q4"
"538",2017-10-01,"Telephone_Exp",2647.08,"2018","7","3","Oct","FY15 Q4"
"539",2017-11-01,"Telephone_Exp",2711.34,"2018","8","3","Nov","FY15 Q4"
"540",2017-12-01,"Telephone_Exp",2807.77,"2018","9","3","Dec","FY15 Q4"
"541",2018-01-01,"Telephone_Exp",2889.81,"2018","10","4","Jan","FY15 Q4"
"542",2018-02-01,"Telephone_Exp",2921.24,"2018","11","4","Feb","FY15 Q4"
"543",2018-03-01,"Telephone_Exp",2660.72,"2018","12","4","Mar","FY15 Q4"
"544",2018-04-01,"Telephone_Exp",3080.83,"2019","1","1","Apr","FY15 Q4"
"545",2018-05-01,"Telephone_Exp",3178.85,"2019","2","1","May","FY15 Q4"
"546",2018-06-01,"Telephone_Exp",3398.64,"2019","3","1","Jun","FY15 Q4"
"547",2015-01-01,"Advertising_Exp",3181.88,"2015","10","4","Jan","FY15 Q4"
"548",2015-02-01,"Advertising_Exp",5045.52,"2015","11","4","Feb","FY15 Q4"
"549",2015-03-01,"Advertising_Exp",9427.57,"2015","12","4","Mar","FY15 Q4"
"550",2015-04-01,"Advertising_Exp",12253.38,"2016","1","1","Apr","FY15 Q4"
"551",2015-05-01,"Advertising_Exp",5514.23,"2016","2","1","May","FY15 Q4"
"552",2015-06-01,"Advertising_Exp",1784.28,"2016","3","1","Jun","FY15 Q4"
"553",2015-07-01,"Advertising_Exp",2149.43,"2016","4","2","Jul","FY15 Q4"
"554",2015-08-01,"Advertising_Exp",2940.96,"2016","5","2","Aug","FY15 Q4"
"555",2015-09-01,"Advertising_Exp",1050.97,"2016","6","2","Sep","FY15 Q4"
"556",2015-10-01,"Advertising_Exp",3829.99,"2016","7","3","Oct","FY15 Q4"
"557",2015-11-01,"Advertising_Exp",2591.72,"2016","8","3","Nov","FY15 Q4"
"558",2015-12-01,"Advertising_Exp",1564.56,"2016","9","3","Dec","FY15 Q4"
"559",2016-01-01,"Advertising_Exp",6271.55,"2016","10","4","Jan","FY15 Q4"
"560",2016-02-01,"Advertising_Exp",1881.36,"2016","11","4","Feb","FY15 Q4"
"561",2016-03-01,"Advertising_Exp",5915.44,"2016","12","4","Mar","FY15 Q4"
"562",2016-04-01,"Advertising_Exp",3294.71,"2017","1","1","Apr","FY15 Q4"
"563",2016-05-01,"Advertising_Exp",7267.74,"2017","2","1","May","FY15 Q4"
"564",2016-06-01,"Advertising_Exp",4629.89,"2017","3","1","Jun","FY15 Q4"
"565",2016-07-01,"Advertising_Exp",2356.83,"2017","4","2","Jul","FY15 Q4"
"566",2016-08-01,"Advertising_Exp",1839.32,"2017","5","2","Aug","FY15 Q4"
"567",2016-09-01,"Advertising_Exp",4191.06,"2017","6","2","Sep","FY15 Q4"
"568",2016-10-01,"Advertising_Exp",2800.04,"2017","7","3","Oct","FY15 Q4"
"569",2016-11-01,"Advertising_Exp",3924.86,"2017","8","3","Nov","FY15 Q4"
"570",2016-12-01,"Advertising_Exp",3295.9,"2017","9","3","Dec","FY15 Q4"
"571",2017-01-01,"Advertising_Exp",1511.95,"2017","10","4","Jan","FY15 Q4"
"572",2017-02-01,"Advertising_Exp",2360.09,"2017","11","4","Feb","FY15 Q4"
"573",2017-03-01,"Advertising_Exp",1753.26,"2017","12","4","Mar","FY15 Q4"
"574",2017-04-01,"Advertising_Exp",3374.13,"2018","1","1","Apr","FY15 Q4"
"575",2017-05-01,"Advertising_Exp",670.88,"2018","2","1","May","FY15 Q4"
"576",2017-06-01,"Advertising_Exp",1704.51,"2018","3","1","Jun","FY15 Q4"
"577",2017-07-01,"Advertising_Exp",608.06,"2018","4","2","Jul","FY15 Q4"
"578",2017-08-01,"Advertising_Exp",1549.35,"2018","5","2","Aug","FY15 Q4"
"579",2017-09-01,"Advertising_Exp",1182.27,"2018","6","2","Sep","FY15 Q4"
"580",2017-10-01,"Advertising_Exp",1173.1,"2018","7","3","Oct","FY15 Q4"
"581",2017-11-01,"Advertising_Exp",548.38,"2018","8","3","Nov","FY15 Q4"
"582",2017-12-01,"Advertising_Exp",1058.58,"2018","9","3","Dec","FY15 Q4"
"583",2018-01-01,"Advertising_Exp",867.84,"2018","10","4","Jan","FY15 Q4"
"584",2018-02-01,"Advertising_Exp",379.88,"2018","11","4","Feb","FY15 Q4"
"585",2018-03-01,"Advertising_Exp",1568.73,"2018","12","4","Mar","FY15 Q4"
"586",2018-04-01,"Advertising_Exp",202.84,"2019","1","1","Apr","FY15 Q4"
"587",2018-05-01,"Advertising_Exp",677.56,"2019","2","1","May","FY15 Q4"
"588",2018-06-01,"Advertising_Exp",459.9,"2019","3","1","Jun","FY15 Q4"
"589",2015-01-01,"Supplies",3382.52,"2015","10","4","Jan","FY15 Q4"
"590",2015-02-01,"Supplies",3810.16,"2015","11","4","Feb","FY15 Q4"
"591",2015-03-01,"Supplies",5286.93,"2015","12","4","Mar","FY15 Q4"
"592",2015-04-01,"Supplies",9401.19,"2016","1","1","Apr","FY15 Q4"
"593",2015-05-01,"Supplies",5247.26,"2016","2","1","May","FY15 Q4"
"594",2015-06-01,"Supplies",6189.35,"2016","3","1","Jun","FY15 Q4"
"595",2015-07-01,"Supplies",4458,"2016","4","2","Jul","FY15 Q4"
"596",2015-08-01,"Supplies",6621.12,"2016","5","2","Aug","FY15 Q4"
"597",2015-09-01,"Supplies",2940.08,"2016","6","2","Sep","FY15 Q4"
"598",2015-10-01,"Supplies",5683.51,"2016","7","3","Oct","FY15 Q4"
"599",2015-11-01,"Supplies",3855.02,"2016","8","3","Nov","FY15 Q4"
"600",2015-12-01,"Supplies",3666.88,"2016","9","3","Dec","FY15 Q4"
"601",2016-01-01,"Supplies",7068.47,"2016","10","4","Jan","FY15 Q4"
"602",2016-02-01,"Supplies",4624.64,"2016","11","4","Feb","FY15 Q4"
"603",2016-03-01,"Supplies",4462.88,"2016","12","4","Mar","FY15 Q4"
"604",2016-04-01,"Supplies",4290.48,"2017","1","1","Apr","FY15 Q4"
"605",2016-05-01,"Supplies",7145.5,"2017","2","1","May","FY15 Q4"
"606",2016-06-01,"Supplies",5600.77,"2017","3","1","Jun","FY15 Q4"
"607",2016-07-01,"Supplies",8570.99,"2017","4","2","Jul","FY15 Q4"
"608",2016-08-01,"Supplies",4218.48,"2017","5","2","Aug","FY15 Q4"
"609",2016-09-01,"Supplies",3904.16,"2017","6","2","Sep","FY15 Q4"
"610",2016-10-01,"Supplies",5842.35,"2017","7","3","Oct","FY15 Q4"
"611",2016-11-01,"Supplies",5971.82,"2017","8","3","Nov","FY15 Q4"
"612",2016-12-01,"Supplies",7264.08,"2017","9","3","Dec","FY15 Q4"
"613",2017-01-01,"Supplies",8848.44,"2017","10","4","Jan","FY15 Q4"
"614",2017-02-01,"Supplies",1825.33,"2017","11","4","Feb","FY15 Q4"
"615",2017-03-01,"Supplies",5229.77,"2017","12","4","Mar","FY15 Q4"
"616",2017-04-01,"Supplies",4845.04,"2018","1","1","Apr","FY15 Q4"
"617",2017-05-01,"Supplies",8224.73,"2018","2","1","May","FY15 Q4"
"618",2017-06-01,"Supplies",4014.78,"2018","3","1","Jun","FY15 Q4"
"619",2017-07-01,"Supplies",3041.09,"2018","4","2","Jul","FY15 Q4"
